model,fpr,tpr,auc
LogisticRegression,0.029699842022116903,0.5243085880640466,0.9471490166049242
LogisticRegression,0.030015797788309637,0.5243085880640466,0.9471490166049242
LogisticRegression,0.030015797788309637,0.5286754002911208,0.9471490166049242
LogisticRegression,0.03033175355450237,0.5286754002911208,0.9471490166049242
LogisticRegression,0.03033175355450237,0.5327510917030568,0.9471490166049242
LogisticRegression,0.0306477093206951,0.5327510917030568,0.9471490166049242
LogisticRegression,0.0306477093206951,0.5342066957787481,0.9471490166049242
LogisticRegression,0.030963665086887835,0.5342066957787481,0.9471490166049242
LogisticRegression,0.030963665086887835,0.5382823871906841,0.9471490166049242
LogisticRegression,0.031279620853080566,0.5382823871906841,0.9471490166049242
LogisticRegression,0.031279620853080566,0.5478893740902474,0.9471490166049242
LogisticRegression,0.031911532385466033,0.5478893740902474,0.9471490166049242
LogisticRegression,0.031911532385466033,0.550509461426492,0.9471490166049242
LogisticRegression,0.03222748815165877,0.550509461426492,0.9471490166049242
LogisticRegression,0.03222748815165877,0.5516739446870451,0.9471490166049242
LogisticRegression,0.0325434439178515,0.5516739446870451,0.9471490166049242
LogisticRegression,0.0325434439178515,0.5554585152838428,0.9471490166049242
LogisticRegression,0.032859399684044235,0.5554585152838428,0.9471490166049242
LogisticRegression,0.032859399684044235,0.5580786026200873,0.9471490166049242
LogisticRegression,0.03317535545023697,0.5580786026200873,0.9471490166049242
LogisticRegression,0.03317535545023697,0.5688500727802038,0.9471490166049242
LogisticRegression,0.033491311216429696,0.5688500727802038,0.9471490166049242
LogisticRegression,0.033491311216429696,0.5839883551673944,0.9471490166049242
LogisticRegression,0.03380726698262243,0.5839883551673944,0.9471490166049242
LogisticRegression,0.03380726698262243,0.597962154294032,0.9471490166049242
LogisticRegression,0.034123222748815164,0.597962154294032,0.9471490166049242
LogisticRegression,0.034123222748815164,0.5994177583697234,0.9471490166049242
LogisticRegression,0.0344391785150079,0.5994177583697234,0.9471490166049242
LogisticRegression,0.0344391785150079,0.6008733624454149,0.9471490166049242
LogisticRegression,0.03475513428120063,0.6008733624454149,0.9471490166049242
LogisticRegression,0.03475513428120063,0.6101892285298399,0.9471490166049242
LogisticRegression,0.035071090047393366,0.6101892285298399,0.9471490166049242
LogisticRegression,0.035071090047393366,0.6131004366812227,0.9471490166049242
LogisticRegression,0.0353870458135861,0.6131004366812227,0.9471490166049242
LogisticRegression,0.0353870458135861,0.6262008733624455,0.9471490166049242
LogisticRegression,0.035703001579778834,0.6262008733624455,0.9471490166049242
LogisticRegression,0.035703001579778834,0.6337700145560408,0.9471490166049242
LogisticRegression,0.03601895734597156,0.6337700145560408,0.9471490166049242
LogisticRegression,0.03601895734597156,0.6462882096069869,0.9471490166049242
LogisticRegression,0.036334913112164295,0.6462882096069869,0.9471490166049242
LogisticRegression,0.036334913112164295,0.6526928675400291,0.9471490166049242
LogisticRegression,0.03665086887835703,0.6526928675400291,0.9471490166049242
LogisticRegression,0.03665086887835703,0.6564774381368268,0.9471490166049242
LogisticRegression,0.03696682464454976,0.6564774381368268,0.9471490166049242
LogisticRegression,0.03696682464454976,0.6582241630276565,0.9471490166049242
LogisticRegression,0.0372827804107425,0.6582241630276565,0.9471490166049242
LogisticRegression,0.0372827804107425,0.6710334788937409,0.9471490166049242
LogisticRegression,0.03759873617693523,0.6710334788937409,0.9471490166049242
LogisticRegression,0.03759873617693523,0.6736535662299854,0.9471490166049242
LogisticRegression,0.037914691943127965,0.6736535662299854,0.9471490166049242
LogisticRegression,0.037914691943127965,0.6751091703056769,0.9471490166049242
LogisticRegression,0.03823064770932069,0.6751091703056769,0.9471490166049242
LogisticRegression,0.03823064770932069,0.6815138282387191,0.9471490166049242
LogisticRegression,0.038546603475513426,0.6815138282387191,0.9471490166049242
LogisticRegression,0.038546603475513426,0.6835516739446871,0.9471490166049242
LogisticRegression,0.039178515007898894,0.6835516739446871,0.9471490166049242
LogisticRegression,0.039178515007898894,0.6864628820960699,0.9471490166049242
LogisticRegression,0.03949447077409163,0.6864628820960699,0.9471490166049242
LogisticRegression,0.03949447077409163,0.6986899563318777,0.9471490166049242
LogisticRegression,0.03981042654028436,0.6986899563318777,0.9471490166049242
LogisticRegression,0.03981042654028436,0.6998544395924309,0.9471490166049242
LogisticRegression,0.040126382306477096,0.6998544395924309,0.9471490166049242
LogisticRegression,0.040126382306477096,0.7001455604075691,0.9471490166049242
LogisticRegression,0.04044233807266982,0.7001455604075691,0.9471490166049242
LogisticRegression,0.04044233807266982,0.7030567685589519,0.9471490166049242
LogisticRegression,0.04075829383886256,0.7030567685589519,0.9471490166049242
LogisticRegression,0.04075829383886256,0.7059679767103348,0.9471490166049242
LogisticRegression,0.04107424960505529,0.7059679767103348,0.9471490166049242
LogisticRegression,0.04107424960505529,0.7114992721979622,0.9471490166049242
LogisticRegression,0.041390205371248025,0.7114992721979622,0.9471490166049242
LogisticRegression,0.041390205371248025,0.714410480349345,0.9471490166049242
